0,0,1
30,0,14280
31,0,8996400
32,0,1428268464000
33,0,28570739569424640000
34,0,36005899694264251708723200000
35,0,1143474259845771868617187057660723200000
36,0,1827840
37,0,1381847040
38,0,329073054105600
39,0,13165396793590874112000
40,0,49774555737350901562138951680000
41,0,9484432900864770187058396331061102510080000
42,0,37951997531413167155252671117894165638589588785203804040
43,0,117944603280
44,0,39322258955138880
45,0,2753075607787571227660800
46,0,24286691900536187267075114032128000
47,0,16197216370053084937359024695004606986354688000
48,0,453692598684713927852647760000604331087082827275430874376960
49,0,228747054381113816453832908477502881839573248373610151628917509434856263680
50,0,1917603751822295040
51,0,214811997268695414724362240
52,0,3789996017142569235715508610583756800
53,0,6740304337064238349573519482578262444496178380800
54,0,755197960129120591147836727561780659903198679600140262991462400
55,0,3046103187135506440160385838408356279527588437318810559591385128771632968499200
56,0,193512476973822499092147632949587504880872606831956615533466157471532022324672109757919867699200
