0,1,1
5,255,448
6,64005,224
7,16323825,64
8,4162570275,8
10,65025,87808
11,16321275,87808
12,4096640025,21952
12,4162575375,25088
13,1044806419125,12544
13,1061455420125,3136
14,266425310451375,1568
14,266467262630625,1792
15,16581375,9834496
15,67949068719301875,448
16,4161925125,14751744
16,17326991294313575625,28
17,1044643206375,7375872
17,1061456720625,4214784
18,262205444800125,1229312
18,266425636876875,4214784
18,270671132131875,526848
19,66872834856095625,1053696
19,67938454165100625,526848
19,67949151970809375,602112
20,4228250625,688414720
20,17052551995440256875,131712
20,17055237144673153125,301056
20,17327012523421978125,150528
21,1061290906875,1376829440
21,4349080143378916509375,75264
21,4349764963411362140625,28672
21,4418382780049961784375,9408
22,266384017625625,1032622080
22,270671463759375,393379840
22,1109014077792540407878125,4704
22,1109188706686857929671875,10752
23,66862388424031875,344207360
23,67938537403603125,590069760
23,69021138693628125,49172480
23,282842773664898303626765625,1344
24,16782459494432000625,43025920
24,17052572888304384375,295034880
24,17324305812100659375,73758720
24,17327033752556390625,84295680
24,72124818916893466425589546875,56
25,1078203909375,30840979456
25,4280195794964400478125,49172480
25,4348400758837265503125,36879360
25,4349085471891654046875,84295680
25,4418388193472604421875,21073920
26,270629181253125,77102448640
26,1091448590468153641284375,6146560
26,1091620453444805165765625,21073920
26,1109015436561623709890625,21073920
26,1109190065669897345859375,8028160
26,1126687608912740255015625,1317120
27,67927924494534375,77102448640
27,69021223258640625,22029271040
27,278362874576967551182546875,5268480
27,278406706483144233810703125,4014080
27,282798589837097804008921875,1317120
27,282843120205148772066328125,3010560
28,17049909048128128125,38551224320
28,17324327037918796875,44058542080
28,17600390366875171875,2753658880
28,70982446049111548806239390625,329280
28,70993623171492341788648359375,1505280
28,71004802053858478595187890625,286720
28,72124907284549067424825234375,376320
29,4279527171080160159375,9637806080
29,4348406086517618015625,33043906560
29,4417697982085668140625,5507317760
29,4418393606901879609375,6294077440
29,18103351728421815923631133828125,188160
29,18106202339932598643825994921875,143360
29,18391828823807833938525334453125,15680
30,274941996890625,863547424768
30,1074161319941120200003125,963780608
30,1091449927715922121921875,11014635520
30,1108842193503502703296875,4130488320
30,1109016795332371781953125,9441116160
30,1126688989335514127578125,1573519360
30,4616349034775766318569858947734375,7840
30,4617075939820408551200187378515625,26880
31,69010441219546875,2590642274304
31,273953931856696452602390625,1376829440
31,278319390569379178527515625,1376829440
31,278363215628425317270234375,4720558080
31,282798936323214046022109375,2360279040
31,282843466745823823194140625,899153920
31,287305340272748765028984375,98344960
31,1177352922156058489574699285016796875,2240
32,17321620746106265625,3238302842880
32,17600411930953359375,740183506944
32,69858167032914173810406421875,172103680
32,69869167122734754634828828125,786759680
32,70982533017126725551549453125,1180139520
32,70993710153201779621729296875,899153920
32,72113640408459940022275078125,147517440
32,72124995652312936876913671875,337182720
32,300224627313218438684869547172594140625,70
33,4347726807272672671875,2158868561920
33,4417703394669293203125,1850458767360
33,4488099543553168828125,92522938368
33,17816615787298808113438912734375,196689920
33,17819421248453646685054053515625,224788480
33,18100523742523444945591044609375,73758720
33,18103373908730547156105331640625,337182720
33,18106224523733912041772912109375,64225280
33,18391851357560012193330434765625,42147840
34,1091279428625440840640625,809575710720
34,1108843552061992593984375,1850458767360
34,1126512985431845375859375,231307345920
34,1126690369759979300390625,264351252480
34,4543231459373384681343352196953125,12293120
34,4543946851091367336182438241796875,84295680
34,4544662355457211922485000939453125,32112640
34,4616354690747563060525939126171875,42147840
34,4617081596682812654175628705078125,32112640
34,4689916350070997654323960285546875,1756160
35,70110209207109375,13816758796288
35,273911136584985651000796875,161915142144
35,278319731567560141090078125,925229383680
35,282754759343393189340703125,231307345920
35,282799282809754804398046875,528702504960
35,287305692280556102532421875,66087813120
35,1158705027377638328192010720669140625,10536960
35,1158887480767385976198082804974609375,16056320
35,1159069962886826379354092968681640625,1835008
35,1177169003867820411235314031672265625,1756160
35,1177354364654204180556047781521484375,6021120
36,17597662510984453125,48358655787008
36,68751695282831398401200015625,13492928512
36,69858252623457595413609609375,231307345920
36,70971444595191690524516484375,115653672960
36,70982619985248455903909765625,396526878720
36,72113728762419581735637890625,132175626240
36,72125084020185074914505859375,50352619520
36,73262861769550935082391015625,4130488320
36,295469419970822923220063821949738671875,439040
36,295515945528205249319567993161892578125,3010560
36,295562478411650252057052871555576171875,1146880
36,300224995149794914841548317679283203125,501760
37,4417013290257097734375,72537983680512
37,4488105042393106640625,13816758796288
37,17534421408487856448816011953125,23130734592
37,17813832593393114321653637578125,28913418240
37,17816637616297362431881351171875,132175626240
37,18100545919367315015645110546875,99131719680
37,18103396089066453803540970703125,75528929280
37,18388978304157284705680144921875,8260976640
37,18391873891339798903612986328125,18882232320
37,75356473782598523625228627737500083984375,250880
37,75368339653338880618295398734097822265625,286720
37,76557279964870701864641734529011505859375,15680
38,1108670335854531531328125,60448319733760
38,1126514365640669766796875,41450276388864
38,1144465383606058051171875,1727094849536
38,4471271980941671694735063032109375,2891341824
38,4471976041690637970402219144140625,16521953280
38,4543237025761196068926922747265625,33043906560
38,4543952418355679904688783646484375,37764464640
38,4615633554343478461125716375390625,6195732480
38,4616360346726289524806859568359375,28323348480
38,4617087253552147570652092587890625,5394923520
38,4689922096177803109299260865234375,2360279040
38,19215877271182546168025075366781887970703125,7840
38,19218903064514121473581715556239314248046875,35840
39,278276254299487414363359375,30224159866880
39,282755105775808111466015625,51812845486080
39,287260811285120570844140625,5181284548608
39,287306044288794721599609375,5921468055552
39,1140352493466060213300657609563671875,4130488320
39,1140532057007275656076884695267578125,6294077440
39,1158524022140213093742554810223046875,2065244160
39,1158706447028298670726521751658203125,14161674240
39,1158888900641589040233675239560546875,5394923520
39,1177170446140628580434114477173828125,3540418560
39,1177355807154117226814785319794921875,2697461760
39,1195928669268104401852609872814453125,98344960
39,4900814276951197979865040635874671547587890625,2240
40,17878103347812890625,96717311574016
40,69847339829171341005203203125,9067247960064
40,70971531549727835977969921875,34541896990720
40,72102463632565263281879296875,6476605685760
40,72113817116487475121501953125,14803670138880
40,73262951531541806145767578125,1480367013888
40,290789529557193486529381257365984765625,258155520
40,290835318204102966352356959666208984375,2360279040
40,290881114061038849098652485129697265625,1348730880
40,295469781981297773688962733770630859375,1770209280
40,295516307595683423930511115268525390625,2697461760
40,295562840536140726735293707013818359375,308281344
40,300178095986294204865005078076427734375,147517440
40,300225362986822066041792184287978515625,505774080
40,1249706109476956187451548069313350664404794921875,56
41,4487403940301035546875,386869246296064
41,17531682297122006592306003984375,1511207993344
41,17813854418981686830470450390625,12953211371520
41,18097718371773881083751703515625,4317737123840
41,18100568096238356255496990234375,14803670138880
41,18389000834416993342587662109375,3700917534720
41,18391896425147194103198994140625,1409873346560
41,18682029751235488446009708984375,92522938368
41,74162915277305741195929646176428345703125,295034880
41,74174593206516539406558289932399873046875,674365440
41,74186272974571322410558720460468408203125,154140672
41,75344702092559845421116274597183361328125,73758720
41,75356566109692338576489838256282607421875,505774080
41,75368431994970814274548482246671923828125,192675840
41,76557373763197703284594821008217216796875,42147840
42,1126338389015559922265625,677021181018112
42,1144466785810242193359375,110534070370304
42,4400452256577623654668807000078125,107943428096
42,4471277459164403394448083048046875,2590642274304
42,4542527311315244152021677582421875,1619151421440
42,4543242592155827420129744548828125,7401835069440
42,4615639209438665328989503189453125,3700917534720
42,4616366002711945719902947529296875,2819746693120
42,4689189467560107599948436955078125,231307345920
42,4689927842291648720421311513671875,528702504960
42,18911520225232521200700184923893023693359375,12293120
42,18914498093532776982698949402326934462890625,126443520
42,18917476430737674382911669043914652880859375,96337920
42,18920455236921048621959826654489582275390625,7340032
42,19215900814562623524433300073062521416015625,42147840
42,19218926611601414557665326677194944677734375,48168960
42,19522106391042028975483642304897933994140625,1317120
43,282710935642905540488671875,677021181018112
43,287261163238370790533203125,386869246296064
43,291838672819544803048828125,13816758796288
43,1122290642250265252006468845059765625,215886856192
43,1140174355140126282157441073187890625,323830284288
43,1140353890631112682452565881755859375,1850458767360
43,1158525441569104997576365300552734375,1850458767360
43,1158707866680698375695639829853515625,2114810019840
43,1176986556357587007587057675724609375,231307345920
43,1177171888415203828825749189931640625,1057405009920
43,1177357249655797630516283609912109375,201410478080
43,1195930134525339792871311520634765625,66087813120
43,4823191104455218504632758318338692875419921875,10536960
43,4823950579511955053973996995975931114111328125,24084480
43,4824710174158056675785221091020703203857421875,5505024
43,4900048704151549272846394218529381432529296875,1317120
43,4900820281451100975763337466841025133251953125,6021120
44,70960444846369290662656640625,423138238136320
44,72102551972831068423833984375,580303869444096
44,73251506877705745565255859375,48358655787008
44,73263041293642654007900390625,55267035185152
44,286183763140171696821517709370160546875,26985857024
44,286228826548409283295594036320720703125,185045876736
44,290789885833845354391667690438736328125,462614691840
44,290835674536855292299605597293232421875,704936673280
44,295423625645754338904351476606876953125,115653672960
44,295470143992216161035263046672841796875,793053757440
44,295516669663605205259587186087939453125,302115717120
44,300178463765860288010699191679326171875,132175626240
44,300225730824299892837770256547705078125,100705239040
44,304961810663366622472415517567685546875,2753658880
44,1229912224742038867484444948850874739564853515625,329280
44,1230105890644226344916597704177097308446240234375,3010560
44,1230299587041664552908945887240634383545166015625,1720320
44,1249707640622555484865585362148041244634912109375,376320
45,17811071656438691956326816796875,169255295254528
45,18097740545180598174382330078125,483586557870080
45,18386128226304142136879220703125,72537983680512
45,18389023364704306155982998046875,165801105555456
45,18682052640543160567170732421875,13816758796288
45,72988261344295183952308590300122818359375,46261469184
45,72999754308750678367201004920601337890625,88117084160
45,74151330037084339064992220628326115234375,28913418240
45,74163006142046256419851024714883291015625,264351252480
45,74174684085564906520156383708072802734375,151057858560
45,75344794405230932290685497111510869140625,99131719680
45,75356658436899273102280334393473974609375,151057858560
45,75368524336715885317499895288523681640625,17263755264
45,76545414476505022240576294909489072265625,5507317760
45,76557467561639626840657006993434521484375,18882232320
45,313676617796261426701261925899158352403362939453125,188160
45,313726010317092228963490047939828223905123779296875,286720
45,318675057916623827800144757674904419423222705078125,9408
46,4470578985766111681038031016015625,42313823813632
46,4542532876840330141769964849609375,241793278935040
46,4614918184802339676356684396484375,60448319733760
46,4615644864540780845151732509765625,207251381944320
46,4689195212776333302359853837890625,41450276388864
46,4689933588412534496315743505859375,15790581481472
46,4763917586565049553732475791015625,863547424768
46,18611983839308169105313047377709854923828125,2891341824
46,18614914541653610361382607203435706044921875,33043906560
46,18617845705476791536559252310726273486328125,25176309760
46,18911543395712964004962059774989228154296875,33043906560
46,18914521267661717548672363932761967626953125,75528929280
46,18917499608515687214692473717419444091796875,17263755264
46,19212899033602760582384650022281757138671875,4130488320
46,19215924357971546337004908755352064892578125,28323348480
46,19218950158717557640009862972901340576171875,10789847040
46,19522130309615414337571679357095390283203125,1573519360
46,79987439537072580777836334176401009275228898974609375,4704
46,80000034614452889363670446957906860275303898681640625,26880
47,1122115325427294031940545785019921875,6044831973376
47,1140175752086922865584261177251953125,72537983680512
47,1158344464385387258765527783517578125,30224159866880
47,1158526860999735992133084859951171875,138167587962880
47,1176987998406859658892323313310546875,51812845486080
47,1177173330691546158575251619970703125,39476453703680
47,1195743314227827437986851423544921875,2590642274304
47,1195931599784370423707434435986328125,5921468055552
47,4746797392323953965245477003522296266728515625,4130488320
47,4747544838183091104716763347123253874365234375,12588154880
47,4748292401737437490887810903072280467041015625,4315938816
47,4822437657434292906178547155592721041806640625,1376829440
47,4823197013850858130588232097593368288037109375,14161674240
47,4823956489838106967642475606198236484619140625,10789847040
47,4824716085414867398599755796894843480224609375,822083584
47,4900054707713468998730491518630942961083984375,2360279040
47,4900826285958360712204658302684710892822265625,2697461760
47,4978137129715717388748328787748973168505859375,49172480
47,20399983832532674336626266662559006409377601465576171875,1344
48,281650946682250802017076992040000390625,377801998336
48,286184113773817639261649555490240234375,12089663946752
48,290744460560732201950147473662912109375,9067247960064
48,290790242110933734025404299847744140625,51812845486080
48,295423987600121774381973151640947265625,34541896990720
48,295470506003578085802388156612646484375,39476453703680
48,300131571871184686934699707309775390625,3238302842880
48,300178831545876976350566043432568359375,14803670138880
48,300226098662228395781652320527587890625,2819746693120
48,304962184303961647182184437761865234375,740183506944
48,1210431852016007519450815336053772981493466796875,172103680
48,1210622450476565390777646256495935440297314453125,2360279040
48,1210813078949364848878261377155757357639404296875,2697461760
48,1211003737439131717048538705020605713536376953125,411041792
48,1229913731636080718681353371176366683232080078125,1180139520
48,1230107397775548538763369233973862434098388671875,2697461760
48,1230301094410304452325231378210279316983642578125,616562688
48,1249512419558645064575830525724992265294970703125,73758720
48,1249709171770030748819651054044461408979248046875,337182720
48,5201989503794673623363141996057393136302899909267822265625,28
49,71832212557228227454674038428050298828125,863547424768
49,72976859600743782689487015889390939453125,1511207993344
49,72988350769844367240376479261783779296875,10362569097216
49,74151420887630565369875261061877763671875,12953211371520
49,74163097006898099536399427309774267578125,19738226851840
49,75333024539667356420609626534753623046875,2158868561920
49,75344886718015121063992076901574658203125,14803670138880
49,75356750764219327341194732452424560546875,5639493386240
49,76545508260294373442728293878228173828125,1850458767360
49,76557561360196472673631415419664794921875,1409873346560
49,77765261719158488730465956979759814453125,30840979456
